ts,i,p,bp,ap,bv,av,v,to,oi,MA5,wall
1760824363517,RB2501,3005.68,3005.48,3005.88,37,25,62,186352,108000,3006.32,1760824363517
1760824363517,HC2501,3006.18,3005.98,3006.38,17,12,29,87179.1,105000,3006.34,1760824363517
1760824363532,RB2501,3005.49,3005.29,3005.69,1,39,40,120220,108000,3006.13,1760824363547
1760824363532,HC2501,3006.84,3006.64,3007.04,30,49,79,237541,144000,3006.38,1760824363548
1760824363547,RB2501,3005.52,3005.32,3005.72,10,49,59,177326,150000,3005.81,1760824363548
1760824363547,HC2501,3006.2,3006,3006.4,24,40,64,192397,137000,3006.28,1760824363548
1760824363563,RB2501,3006.38,3006.18,3006.58,32,10,42,126268,150000,3005.78,1760824363578
1760824363563,HC2501,3006.94,3006.74,3007.14,36,4,40,120278,135000,3006.43,1760824363578
1760824363578,RB2501,3007.19,3006.99,3007.39,29,1,30,90215.8,145000,3006.05,1760824363578
1760824363578,HC2501,3006.7,3006.5,3006.9,6,34,40,120268,145000,3006.57,1760824363578
1760824363593,RB2501,3007.37,3007.17,3007.57,9,44,53,159390,126000,3006.39,1760824363608
1760824363593,HC2501,3006.1,3005.9,3006.3,46,44,90,270549,134000,3006.56,1760824363608
1760824363608,RB2501,3006.77,3006.57,3006.97,41,16,57,171386,117000,3006.65,1760824363639
1760824363608,HC2501,3006.11,3005.91,3006.31,27,45,72,216440,136000,3006.41,1760824363639
1760824363623,RB2501,3007.22,3007.02,3007.42,6,47,53,159383,145000,3006.99,1760824363639
1760824363623,HC2501,3006.06,3005.86,3006.26,11,18,29,87175.7,133000,3006.38,1760824363639
1760824363639,RB2501,3007.2,3007,3007.4,27,4,31,93223,118000,3007.15,1760824363671
1760824363639,HC2501,3005.94,3005.74,3006.14,3,22,25,75148.4,136000,3006.18,1760824363672
1760824363655,RB2501,3006.93,3006.73,3007.13,19,3,22,66152.5,149000,3007.1,1760824363672
1760824363655,HC2501,3006.87,3006.67,3007.07,40,39,79,237543,133000,3006.21,1760824363672
1760824363671,RB2501,3007.38,3007.18,3007.58,33,18,51,153376,143000,3007.1,1760824363702
1760824363671,HC2501,3006.35,3006.15,3006.55,20,47,67,201425,108000,3006.26,1760824363702
1760824363687,RB2501,3006.64,3006.44,3006.84,50,26,76,228505,122000,3007.07,1760824363702
1760824363687,HC2501,3006.44,3006.24,3006.64,26,46,72,216464,111000,3006.33,1760824363702
1760824363702,RB2501,3005.65,3005.45,3005.85,25,42,67,201378,130000,3006.76,1760824363702
1760824363702,HC2501,3005.84,3005.64,3006.04,23,34,57,171333,140000,3006.29,1760824363702
1760824363717,RB2501,3006.02,3005.82,3006.22,1,9,10,30060.2,129000,3006.52,1760824363733
1760824363717,HC2501,3006.8,3006.6,3007,3,25,28,84190.5,150000,3006.46,1760824363733
1760824363733,RB2501,3006.48,3006.28,3006.68,10,35,45,135292,148000,3006.43,1760824363733
1760824363733,HC2501,3007.59,3007.39,3007.79,5,11,16,48121.4,136000,3006.6,1760824363733
1760824363748,RB2501,3006.36,3006.16,3006.56,20,7,27,81171.6,105000,3006.23,1760824363763
1760824363748,HC2501,3006.86,3006.66,3007.06,5,27,32,96219.4,115000,3006.71,1760824363763
1760824363763,RB2501,3005.38,3005.18,3005.58,25,39,64,192344,114000,3005.98,1760824363763
1760824363763,HC2501,3006.35,3006.15,3006.55,27,12,39,117248,120000,3006.69,1760824363763
1760824363779,RB2501,3005.76,3005.56,3005.96,23,19,42,126242,110000,3006,1760824363810
1760824363779,HC2501,3006.61,3006.41,3006.81,10,7,17,51112.3,144000,3006.84,1760824363810
1760824363795,RB2501,3006.12,3005.92,3006.32,35,25,60,180367,118000,3006.02,1760824363810
1760824363795,HC2501,3005.91,3005.71,3006.11,28,23,51,153301,103000,3006.66,1760824363810
1760824363810,RB2501,3006.46,3006.26,3006.66,35,46,81,243523,120000,3006.02,1760824363842
1760824363810,HC2501,3006.36,3006.16,3006.56,11,31,42,126267,135000,3006.42,1760824363842
1760824363826,RB2501,3005.57,3005.37,3005.77,9,36,45,135251,107000,3005.86,1760824363842
1760824363826,HC2501,3006.36,3006.16,3006.56,3,28,31,93197.2,140000,3006.32,1760824363842
1760824363842,RB2501,3006.37,3006.17,3006.57,48,43,91,273580,121000,3006.06,1760824363858
1760824363842,HC2501,3007.12,3006.92,3007.32,4,5,9,27064.1,117000,3006.47,1760824363858
1760824363858,RB2501,3005.54,3005.34,3005.74,49,46,95,285526,108000,3006.01,1760824363858
1760824363858,HC2501,3008.03,3007.83,3008.23,21,17,38,114305,149000,3006.76,1760824363858
1760824363873,RB2501,3005.34,3005.14,3005.54,10,43,53,159283,133000,3005.86,1760824363889
1760824363873,HC2501,3008.07,3007.87,3008.27,50,47,97,291783,110000,3007.19,1760824363889
1760824363889,RB2501,3005.54,3005.34,3005.74,43,29,72,216399,134000,3005.67,1760824363889
1760824363889,HC2501,3008.66,3008.46,3008.86,24,36,60,180519,104000,3007.65,1760824363889
1760824363904,RB2501,3005.05,3004.85,3005.25,46,15,61,183308,125000,3005.57,1760824363920
1760824363904,HC2501,3009.25,3009.05,3009.45,4,35,39,117361,131000,3008.23,1760824363920
1760824363920,RB2501,3005.9,3005.7,3006.1,8,31,39,117230,115000,3005.47,1760824363920
1760824363920,HC2501,3008.69,3008.49,3008.89,48,3,51,153443,110000,3008.54,1760824363920
1760824363936,RB2501,3005.07,3004.87,3005.27,23,22,45,135228,131000,3005.38,1760824363951
1760824363936,HC2501,3008.19,3007.99,3008.39,25,7,32,96262,143000,3008.57,1760824363951
1760824363951,RB2501,3005.1,3004.9,3005.3,35,18,53,159270,125000,3005.33,1760824363951
1760824363951,HC2501,3007.3,3007.1,3007.5,43,15,58,174423,150000,3008.42,1760824363951
1760824363967,RB2501,3005.08,3004.88,3005.28,46,10,56,168284,115000,3005.24,1760824363982
1760824363967,HC2501,3006.87,3006.67,3007.07,36,13,49,147337,107000,3008.06,1760824363983
1760824363982,RB2501,3005.01,3004.81,3005.21,34,37,71,213356,118000,3005.23,1760824363983
1760824363982,HC2501,3005.87,3005.67,3006.07,38,3,41,123241,148000,3007.38,1760824363983
1760824363998,RB2501,3005.76,3005.56,3005.96,24,30,54,162311,143000,3005.2,1760824364013
1760824363998,HC2501,3004.91,3004.71,3005.11,49,17,66,198324,124000,3006.63,1760824364013
1760824364013,RB2501,3006.45,3006.25,3006.65,21,36,57,171368,139000,3005.48,1760824364013
1760824364013,HC2501,3004.38,3004.18,3004.58,40,4,44,132193,108000,3005.87,1760824364014
1760824364028,RB2501,3006.34,3006.14,3006.54,8,5,13,39082.4,115000,3005.73,1760824364060
1760824364028,HC2501,3005.15,3004.95,3005.35,44,46,90,270463,121000,3005.44,1760824364060
1760824364044,RB2501,3006.92,3006.72,3007.12,23,3,26,78180,101000,3006.1,1760824364060
1760824364044,HC2501,3005.5,3005.3,3005.7,8,35,43,129237,123000,3005.16,1760824364060
1760824364060,RB2501,3007.45,3007.25,3007.65,14,19,33,99245.9,105000,3006.59,1760824364060
1760824364060,HC2501,3005.74,3005.54,3005.94,41,1,42,126241,134000,3005.14,1760824364060
1760824364076,RB2501,3006.49,3006.29,3006.69,30,21,51,153331,150000,3006.73,1760824364076
1760824364076,HC2501,3006.48,3006.28,3006.68,5,6,11,33071.2,112000,3005.45,1760824364076
1760824364092,RB2501,3005.77,3005.57,3005.97,11,36,47,141271,148000,3006.6,1760824364107
1760824364092,HC2501,3006.67,3006.47,3006.87,33,17,50,150333,123000,3005.91,1760824364107
1760824364107,RB2501,3004.9,3004.7,3005.1,26,19,45,135221,125000,3006.31,1760824364138
1760824364107,HC2501,3006.87,3006.67,3007.07,50,37,87,261598,122000,3006.25,1760824364138
1760824364123,RB2501,3005.83,3005.63,3006.03,17,8,25,75145.8,135000,3006.09,1760824364138
1760824364123,HC2501,3006.87,3006.67,3007.07,42,4,46,138316,148000,3006.53,1760824364138
1760824364138,RB2501,3006.34,3006.14,3006.54,5,34,39,117247,148000,3005.87,1760824364154
1760824364138,HC2501,3006.83,3006.63,3007.03,22,17,39,117266,145000,3006.74,1760824364154
1760824364154,RB2501,3005.42,3005.22,3005.62,24,40,64,192347,101000,3005.65,1760824364154
1760824364154,HC2501,3007.48,3007.28,3007.68,38,6,44,132329,123000,3006.94,1760824364154
1760824364169,RB2501,3005.44,3005.24,3005.64,37,36,73,219397,126000,3005.59,1760824364185
1760824364169,HC2501,3008.02,3007.82,3008.22,37,4,41,123329,105000,3007.22,1760824364185
1760824364185,RB2501,3005.13,3004.93,3005.33,21,4,25,75128.3,115000,3005.63,1760824364185
1760824364185,HC2501,3007.29,3007.09,3007.49,29,39,68,204496,124000,3007.3,1760824364185
1760824364200,RB2501,3005.03,3004.83,3005.23,4,10,14,42070.4,134000,3005.47,1760824364200
1760824364200,HC2501,3007.05,3006.85,3007.25,42,28,70,210494,101000,3007.33,1760824364201
1760824364216,RB2501,3005.36,3005.16,3005.56,38,19,57,171305,134000,3005.28,1760824364231
1760824364216,HC2501,3006.37,3006.17,3006.57,3,3,6,18038.2,125000,3007.24,1760824364231
1760824364231,RB2501,3005.6,3005.4,3005.8,37,27,64,192359,134000,3005.31,1760824364231
1760824364231,HC2501,3005.59,3005.39,3005.79,7,19,26,78145.2,116000,3006.86,1760824364231
1760824364246,RB2501,3004.92,3004.72,3005.12,49,1,50,150246,111000,3005.21,1760824364262
1760824364246,HC2501,3005.64,3005.44,3005.84,12,16,28,84157.9,132000,3006.39,1760824364262
1760824364262,RB2501,3004.8,3004.6,3005,48,48,96,288461,112000,3005.14,1760824364262
1760824364262,HC2501,3004.99,3004.79,3005.19,16,35,51,153254,117000,3005.93,1760824364262
1760824364277,RB2501,3004.72,3004.52,3004.92,35,32,67,201317,130000,3005.08,1760824364293
1760824364277,HC2501,3004.4,3004.2,3004.6,40,33,73,219321,129000,3005.4,1760824364293
1760824364293,RB2501,3004.21,3004.01,3004.41,43,24,67,201282,111000,3004.85,1760824364293
1760824364293,HC2501,3005.36,3005.16,3005.56,2,22,24,72128.6,138000,3005.19,1760824364293
1760824364308,RB2501,3005.15,3004.95,3005.35,45,7,52,156268,121000,3004.76,1760824364323
1760824364308,HC2501,3004.59,3004.39,3004.79,43,46,89,267408,102000,3004.99,1760824364323
1760824364323,RB2501,3005.43,3005.23,3005.63,6,13,19,57103.2,122000,3004.86,1760824364323
1760824364323,HC2501,3003.69,3003.49,3003.89,11,7,18,54066.4,127000,3004.6,1760824364323
1760824364338,RB2501,3004.53,3004.33,3004.73,39,20,59,177267,101000,3004.81,1760824364354
1760824364338,HC2501,3003.23,3003.03,3003.43,40,3,43,129139,145000,3004.25,1760824364354
1760824364354,RB2501,3004.08,3003.88,3004.28,49,48,97,291396,122000,3004.68,1760824364354
1760824364354,HC2501,3002.54,3002.34,3002.74,33,12,45,135115,142000,3003.88,1760824364354
1760824364369,RB2501,3004.56,3004.36,3004.76,8,29,37,111169,104000,3004.75,1760824364400
1760824364369,HC2501,3003.04,3002.84,3003.24,28,44,72,216219,117000,3003.42,1760824364400
1760824364385,RB2501,3003.6,3003.4,3003.8,10,36,46,138166,127000,3004.44,1760824364400
1760824364385,HC2501,3002.92,3002.72,3003.12,1,28,29,87084.7,129000,3003.08,1760824364400
1760824364400,RB2501,3003.63,3003.43,3003.83,34,35,69,207250,130000,3004.08,1760824364400
1760824364400,HC2501,3003.59,3003.39,3003.79,19,30,49,147176,133000,3003.06,1760824364400
1760824364416,RB2501,3004.47,3004.27,3004.67,24,41,65,195291,142000,3004.07,1760824364432
1760824364416,HC2501,3002.94,3002.74,3003.14,23,18,41,123120,137000,3003.01,1760824364432
1760824364432,RB2501,3005.08,3004.88,3005.28,40,9,49,147249,113000,3004.27,1760824364432
1760824364432,HC2501,3002.03,3001.83,3002.23,46,4,50,150101,120000,3002.9,1760824364432
1760824364448,RB2501,3005.66,3005.46,3005.86,16,22,38,114215,132000,3004.49,1760824364463
1760824364448,HC2501,3001.1,3000.9,3001.3,22,14,36,108039,148000,3002.51,1760824364463
1760824364463,RB2501,3006.16,3005.96,3006.36,32,33,65,195400,116000,3005,1760824364463
1760824364463,HC2501,3001.64,3001.44,3001.84,49,31,80,240131,110000,3002.26,1760824364463
1760824364478,RB2501,3007.11,3006.91,3007.31,30,44,74,222526,115000,3005.7,1760824364494
1760824364478,HC2501,3002.35,3002.15,3002.55,42,29,71,213167,145000,3002.01,1760824364494
1760824364494,RB2501,3006.25,3006.05,3006.45,39,48,87,261543,134000,3006.05,1760824364494
1760824364494,HC2501,3002.79,3002.59,3002.99,36,38,74,222207,111000,3001.98,1760824364494
1760824364509,RB2501,3006.46,3006.26,3006.66,16,19,35,105226,104000,3006.33,1760824364540
1760824364509,HC2501,3002.06,3001.86,3002.26,9,31,40,120082,147000,3001.99,1760824364540
1760824364524,RB2501,3007.36,3007.16,3007.56,47,18,65,195478,132000,3006.67,1760824364540
1760824364524,HC2501,3001.65,3001.45,3001.85,37,42,79,237131,134000,3002.1,1760824364540
1760824364540,RB2501,3006.79,3006.59,3006.99,22,21,43,129292,113000,3006.79,1760824364571
1760824364540,HC2501,3001.19,3000.99,3001.39,33,34,67,201080,107000,3002.01,1760824364571
1760824364556,RB2501,3007.54,3007.34,3007.74,43,37,80,240603,108000,3006.88,1760824364571
1760824364556,HC2501,3000.65,3000.45,3000.85,8,23,31,93020.3,116000,3001.67,1760824364571
1760824364571,RB2501,3008,3007.8,3008.2,19,46,65,195520,150000,3007.23,1760824364571
1760824364571,HC2501,3001,3000.8,3001.2,27,28,55,165055,119000,3001.31,1760824364571
1760824364586,RB2501,3007.2,3007,3007.4,11,24,35,105252,119000,3007.38,1760824364602
1760824364586,HC2501,3000.04,2999.84,3000.24,8,8,16,48000.6,138000,3000.91,1760824364602
1760824364602,RB2501,3007.93,3007.73,3008.13,26,41,67,201531,108000,3007.49,1760824364602
1760824364602,HC2501,3000.19,2999.99,3000.39,22,30,52,156010,117000,3000.61,1760824364602
1760824364618,RB2501,3007.95,3007.75,3008.15,10,41,51,153406,129000,3007.73,1760824364633
1760824364618,HC2501,2999.77,2999.57,2999.97,25,33,58,173987,135000,3000.33,1760824364633
1760824364633,RB2501,3007.89,3007.69,3008.09,26,28,54,162426,127000,3007.8,1760824364648
1760824364633,HC2501,3000.53,3000.33,3000.73,28,13,41,123022,146000,3000.31,1760824364648
1760824364648,RB2501,3008.62,3008.42,3008.82,22,20,42,126362,145000,3007.92,1760824364648
1760824364648,HC2501,3000.68,3000.48,3000.88,8,7,15,45010.3,133000,3000.24,1760824364648
1760824364664,RB2501,3008.54,3008.34,3008.74,45,32,77,231657,149000,3008.19,1760824364680
1760824364664,HC2501,2999.79,2999.59,2999.99,7,9,16,47996.7,144000,3000.19,1760824364680
1760824364680,RB2501,3008.73,3008.53,3008.93,21,38,59,177515,110000,3008.35,1760824364680
1760824364680,HC2501,2999.56,2999.36,2999.76,42,11,53,158977,106000,3000.07,1760824364680
1760824364696,RB2501,3008.78,3008.58,3008.98,11,43,54,162474,144000,3008.51,1760824364711
1760824364696,HC2501,2999.94,2999.74,3000.14,22,44,66,197996,142000,3000.1,1760824364711
1760824364711,RB2501,3009.63,3009.43,3009.83,7,24,31,93298.6,147000,3008.86,1760824364711
1760824364711,HC2501,3000.76,3000.56,3000.96,35,11,46,138035,116000,3000.15,1760824364711
1760824364726,RB2501,3010.17,3009.97,3010.37,49,6,55,165559,119000,3009.17,1760824364742
1760824364726,HC2501,2999.94,2999.74,3000.14,35,30,65,194996,135000,3000,1760824364742
1760824364742,RB2501,3009.22,3009.02,3009.42,12,7,19,57175.2,124000,3009.31,1760824364742
1760824364742,HC2501,3000.02,2999.82,3000.22,21,9,30,90000.7,107000,3000.05,1760824364742
1760824364757,RB2501,3009.57,3009.37,3009.77,12,30,42,126402,144000,3009.47,1760824364773
1760824364757,HC2501,2999.26,2999.06,2999.46,3,30,33,98975.5,121000,2999.99,1760824364773
1760824364773,RB2501,3008.61,3008.41,3008.81,46,24,70,210603,133000,3009.44,1760824364773
1760824364773,HC2501,2999.92,2999.72,3000.12,22,32,54,161996,146000,2999.98,1760824364773
1760824364789,RB2501,3008.78,3008.58,3008.98,25,45,70,210615,111000,3009.27,1760824364789
1760824364789,HC2501,3000.16,2999.96,3000.36,25,5,30,90004.7,133000,2999.86,1760824364789
1760824364804,RB2501,3008.31,3008.11,3008.51,43,29,72,216598,122000,3008.9,1760824364820
1760824364804,HC2501,2999.8,2999.6,3000,37,42,79,236984,130000,2999.83,1760824364820
1760824364820,RB2501,3008.86,3008.66,3009.06,22,42,64,192567,124000,3008.83,1760824364820
1760824364820,HC2501,2999.97,2999.77,3000.17,20,9,29,86999.2,113000,2999.82,1760824364820
1760824364836,RB2501,3009.02,3008.82,3009.22,1,16,17,51153.3,102000,3008.72,1760824364851
1760824364836,HC2501,3000.81,3000.61,3001.01,25,15,40,120032,148000,3000.13,1760824364851
1760824364851,RB2501,3010.01,3009.81,3010.21,19,29,48,144480,136000,3009,1760824364852
1760824364851,HC2501,3001.1,3000.9,3001.3,33,23,56,168061,141000,3000.37,1760824364852
1760824364867,RB2501,3010.34,3010.14,3010.54,23,27,50,150517,141000,3009.31,1760824364882
1760824364867,HC2501,3000.84,3000.64,3001.04,11,40,51,153043,125000,3000.5,1760824364882
1760824364882,RB2501,3010.39,3010.19,3010.59,23,5,28,84291,120000,3009.72,1760824364882
1760824364882,HC2501,3000.7,3000.5,3000.9,15,47,62,186044,108000,3000.68,1760824364883
1760824364898,RB2501,3011.18,3010.98,3011.38,30,44,74,222827,104000,3010.19,1760824364913
1760824364898,HC2501,3000.49,3000.29,3000.69,10,49,59,177029,137000,3000.79,1760824364913
1760824364913,RB2501,3010.25,3010.05,3010.45,19,27,46,138471,127000,3010.43,1760824364913
1760824364913,HC2501,2999.94,2999.74,3000.14,22,41,63,188997,140000,3000.61,1760824364914
1760824364929,RB2501,3009.38,3009.18,3009.58,5,35,40,120375,117000,3010.31,1760824364945
1760824364929,HC2501,2999.51,2999.31,2999.71,21,22,43,128979,149000,3000.3,1760824364945
1760824364944,RB2501,3008.81,3008.61,3009.01,45,10,55,165484,139000,3010,1760824364945
1760824364944,HC2501,2998.81,2998.61,2999.01,2,18,20,59976.1,143000,2999.89,1760824364945
1760824364960,RB2501,3007.83,3007.63,3008.03,34,36,70,210548,109000,3009.49,1760824364975
1760824364960,HC2501,2999.73,2999.53,2999.93,8,24,32,95991.2,147000,2999.7,1760824364975
1760824364975,RB2501,3007.84,3007.64,3008.04,25,19,44,132345,119000,3008.82,1760824364975
1760824364975,HC2501,3000.3,3000.1,3000.5,39,38,77,231023,141000,2999.66,1760824364975
1760824364991,RB2501,3007.02,3006.82,3007.22,4,6,10,30070.2,130000,3008.17,1760824365006
1760824364991,HC2501,3000.54,3000.34,3000.74,29,26,55,165030,145000,2999.78,1760824365006
1760824365006,RB2501,3006.09,3005.89,3006.29,41,42,83,249506,115000,3007.52,1760824365038
1760824365006,HC2501,3001.29,3001.09,3001.49,44,34,78,234101,135000,3000.13,1760824365038
1760824365022,RB2501,3005.71,3005.51,3005.91,21,44,65,195371,145000,3006.9,1760824365038
1760824365022,HC2501,3000.55,3000.35,3000.75,18,20,38,114021,134000,3000.48,1760824365038
1760824365037,RB2501,3005.81,3005.61,3006.01,43,7,50,150290,103000,3006.49,1760824365052
1760824365037,HC2501,3000.29,3000.09,3000.49,18,49,67,201019,116000,3000.59,1760824365052
1760824365052,RB2501,3006.51,3006.31,3006.71,12,2,14,42091.1,111000,3006.23,1760824365052
1760824365052,HC2501,2999.51,2999.31,2999.71,47,1,48,143977,142000,3000.44,1760824365052
1760824365068,RB2501,3007.13,3006.93,3007.33,3,4,7,21049.9,141000,3006.25,1760824365100
1760824365068,HC2501,2998.62,2998.42,2998.82,11,36,47,140935,147000,3000.05,1760824365100
1760824365084,RB2501,3007.85,3007.65,3008.05,11,15,26,78204.1,105000,3006.6,1760824365100
1760824365084,HC2501,2998.88,2998.68,2999.08,43,5,48,143946,145000,2999.57,1760824365100
1760824365100,RB2501,3007.57,3007.37,3007.77,20,35,55,165416,104000,3006.97,1760824365131
1760824365100,HC2501,2999.16,2998.96,2999.36,7,27,34,101971,145000,2999.29,1760824365131
1760824365115,RB2501,3008.55,3008.35,3008.75,25,31,56,168479,113000,3007.52,1760824365131
1760824365115,HC2501,3000.09,2999.89,3000.29,13,17,30,90002.7,117000,2999.25,1760824365131
1760824365131,RB2501,3008.39,3008.19,3008.59,31,33,64,192537,144000,3007.9,1760824365162
1760824365131,HC2501,3000.62,3000.42,3000.82,29,45,74,222046,128000,2999.47,1760824365162
1760824365146,RB2501,3007.88,3007.68,3008.08,31,14,45,135355,148000,3008.05,1760824365162
1760824365146,HC2501,3000.26,3000.06,3000.46,40,5,45,135012,130000,2999.8,1760824365162
1760824365162,RB2501,3007.41,3007.21,3007.61,43,3,46,138341,106000,3007.96,1760824365193
1760824365162,HC2501,3000.54,3000.34,3000.74,11,35,46,138025,140000,3000.13,1760824365193
1760824365177,RB2501,3008.31,3008.11,3008.51,3,37,40,120332,130000,3008.11,1760824365193
1760824365177,HC2501,3001.43,3001.23,3001.63,29,28,57,171082,115000,3000.59,1760824365193
1760824365193,RB2501,3007.84,3007.64,3008.04,14,4,18,54141.1,107000,3007.97,1760824365209
1760824365193,HC2501,3001.9,3001.7,3002.1,17,11,28,84053.2,132000,3000.95,1760824365209
1760824365209,RB2501,3007.95,3007.75,3008.15,3,8,11,33087.5,121000,3007.88,1760824365224
1760824365209,HC2501,3000.97,3000.77,3001.17,15,29,44,132043,128000,3001.02,1760824365224
1760824365224,RB2501,3007.3,3007.1,3007.5,14,5,19,57138.8,115000,3007.76,1760824365224
